deck,ev_farmer_X,std_X,std_XYZ,sharpe_X,sharpe_XYZ,kelly_f,max_ratio,kelly_log_growth,kelly_growth,winrate_X,nonpair_win_X,pair_win_X,twoFarmers,threeFarmers,joint_m1_m1_m1,joint_m1_m1_1,joint_m1_m1_2,joint_m1_1_m1,joint_m1_1_1,joint_m1_1_2,joint_m1_2_m1,joint_m1_2_1,joint_m1_2_2,joint_1_m1_m1,joint_1_m1_1,joint_1_m1_2,joint_1_1_m1,joint_1_1_1,joint_1_1_2,joint_1_2_m1,joint_1_2_1,joint_1_2_2,joint_2_m1_m1,joint_2_m1_1,joint_2_m1_2,joint_2_1_m1,joint_2_1_1,joint_2_1_2,joint_2_2_m1,joint_2_2_1,joint_2_2_2,prob_from_prior,farmerWinWeight_X,farmerWinWeight_Y,farmerWinWeight_Z,farmerWinNonPairWeight_X,farmerWinNonPairWeight_Y,farmerWinNonPairWeight_Z,farmerWinPairWeight_X,farmerWinPairWeight_Y,farmerWinPairWeight_Z,-1_-1_-1_Weight,-1_-1_1_Weight,-1_-1_2_Weight,-1_1_-1_Weight,-1_1_1_Weight,-1_1_2_Weight,-1_2_-1_Weight,-1_2_1_Weight,-1_2_2_Weight,1_-1_-1_Weight,1_-1_1_Weight,1_-1_2_Weight,1_1_-1_Weight,1_1_1_Weight,1_1_2_Weight,1_2_-1_Weight,1_2_1_Weight,1_2_2_Weight,2_-1_-1_Weight,2_-1_1_Weight,2_-1_2_Weight,2_1_-1_Weight,2_1_1_Weight,2_1_2_Weight,2_2_-1_Weight,2_2_1_Weight,2_2_2_Weight,totalDeals
12203000,0.0952380952380952,1.21517241201803,0.860311603096093,0.078374142052759,0.110701860692511,0.0435985815487216,0.0868056712441676,0.619114767653593,0.621035244403983,0.466666666666667,0.304761904761905,0.161904761904762,0.442857142857143,0.235714285714286,0.278571428571429,0.0380952380952381,0.0547619047619048,0.0380952380952381,0.0285714285714286,0.0142857142857143,0.0547619047619048,0.0142857142857143,0.0119047619047619,0.0380952380952381,0.0285714285714286,0.0142857142857143,0.0285714285714286,0.114285714285714,0.0285714285714286,0.0142857142857143,0.0285714285714286,0.00952380952380952,0.0547619047619048,0.0142857142857143,0.0119047619047619,0.0142857142857143,0.0285714285714286,0.00952380952380952,0.0119047619047619,0.00952380952380952,0.00714285714285714,5.47617010353384e-05,1176,1176,1176,768,768,768,408,408,408,702,96,138,96,72,36,138,36,30,96,72,36,72,288,72,36,72,24,138,36,30,36,72,24,30,24,18,2520
12210002,0.0523809523809523,1.13897156936759,0.804028970270358,0.0459896926224743,0.0651480908248106,0.0271441047784144,0.0541851921691517,0.212887170148549,0.213113935774374,0.476190476190476,0.376190476190476,0.1,0.480952380952381,0.216666666666667,0.269047619047619,0.0507936507936508,0.0325396825396825,0.0507936507936508,0.0571428571428571,0.0126984126984127,0.0325396825396825,0.0126984126984127,0.00555555555555556,0.0507936507936508,0.0571428571428571,0.0126984126984127,0.0571428571428571,0.142857142857143,0.019047619047619,0.0126984126984127,0.019047619047619,0.00476190476190476,0.0325396825396825,0.0126984126984127,0.00555555555555556,0.0126984126984127,0.019047619047619,0.00476190476190476,0.00555555555555556,0.00476190476190476,0.00238095238095238,0.00032857020621203,1200,1200,1200,948,948,948,252,252,252,678,128,82,128,144,32,82,32,14,128,144,32,144,360,48,32,48,12,82,32,14,32,48,12,14,12,6,2520
12210011,-0.0214285714285714,1.09849154455981,0.780595398471507,-0.019507270251368,-0.0274515728257306,0,0,0,0,0.454761904761905,0.385714285714286,0.0690476190476191,0.447619047619048,0.2,0.283333333333333,0.0666666666666667,0.023015873015873,0.0666666666666667,0.0603174603174603,0.00952380952380952,0.023015873015873,0.00952380952380952,0.00317460317460317,0.0666666666666667,0.0603174603174603,0.00952380952380952,0.0603174603174603,0.142857142857143,0.0174603174603175,0.00952380952380952,0.0174603174603175,0.00158730158730159,0.023015873015873,0.00952380952380952,0.00317460317460317,0.00952380952380952,0.0174603174603175,0.00158730158730159,0.00317460317460317,0.00158730158730159,0,0.000876187216565415,1146,1146,1146,972,972,972,174,174,174,714,168,58,168,152,24,58,24,8,168,152,24,152,360,44,24,44,4,58,24,8,24,44,4,8,4,0,2520
12210020,0.0523809523809523,1.13897156936759,0.806656921662994,0.0459896926224734,0.0649358493979861,0.0270497694458269,0.0540519461546539,0.211931558083382,0.212156291742413,0.476190476190476,0.376190476190476,0.1,0.457142857142857,0.230952380952381,0.25952380952381,0.0603174603174603,0.0341269841269841,0.0603174603174603,0.0476190476190476,0.0111111111111111,0.0341269841269841,0.0111111111111111,0.00555555555555556,0.0603174603174603,0.0476190476190476,0.0111111111111111,0.0476190476190476,0.152380952380952,0.0206349206349206,0.0111111111111111,0.0206349206349206,0.00476190476190476,0.0341269841269841,0.0111111111111111,0.00555555555555556,0.0111111111111111,0.0206349206349206,0.00476190476190476,0.00555555555555556,0.00476190476190476,0.00238095238095238,0.00032857020621203,1200,1200,1200,948,948,948,252,252,252,654,152,86,152,120,28,86,28,14,152,120,28,120,384,52,28,52,12,86,28,14,28,52,12,14,12,6,2520
12210101,0.00238095238095237,1.0986979513081,0.788974716675086,0.00216706728006321,0.00301778033013042,0.00127539797763422,0.00255105587905945,0.000455449288968114,0.000455450326139963,0.466666666666667,0.397619047619048,0.0690476190476191,0.457142857142857,0.221428571428571,0.278571428571429,0.0634920634920635,0.0246031746031746,0.0634920634920635,0.0571428571428571,0.00952380952380952,0.0246031746031746,0.00952380952380952,0.00238095238095238,0.0634920634920635,0.0571428571428571,0.00952380952380952,0.0571428571428571,0.166666666666667,0.0158730158730159,0.00952380952380952,0.0158730158730159,0.00238095238095238,0.0246031746031746,0.00952380952380952,0.00238095238095238,0.00952380952380952,0.0158730158730159,0.00238095238095238,0.00238095238095238,0.00238095238095238,0,0.000876187216565415,1176,1176,1176,1002,1002,1002,174,174,174,702,160,62,160,144,24,62,24,6,160,144,24,144,420,40,24,40,6,62,24,6,24,40,6,6,6,0,2520
12210110,-0.0166666666666666,1.09857411191284,0.794150239674209,-0.0151711809753527,-0.0209867929694315,0,0,0,0,0.457142857142857,0.388095238095238,0.0690476190476191,0.457142857142857,0.211904761904762,0.297619047619048,0.0571428571428571,0.0246031746031746,0.0571428571428571,0.0603174603174603,0.00952380952380952,0.0246031746031746,0.00952380952380952,0.00238095238095238,0.0571428571428571,0.0603174603174603,0.00952380952380952,0.0603174603174603,0.157142857142857,0.0158730158730159,0.00952380952380952,0.0158730158730159,0.00238095238095238,0.0246031746031746,0.00952380952380952,0.00238095238095238,0.00952380952380952,0.0158730158730159,0.00238095238095238,0.00238095238095238,0.00238095238095238,0,0.000876187216565415,1152,1152,1152,978,978,978,174,174,174,750,144,62,144,152,24,62,24,6,144,152,24,152,396,40,24,40,6,62,24,6,24,40,6,6,6,0,2520
12210200,0.0333333333333333,1.13968806648525,0.802410389926771,0.0292477690287062,0.0415415026422769,0.0173543604265876,0.03472215999787,0.0866041371198729,0.086641649330965,0.466666666666667,0.366666666666667,0.1,0.452380952380952,0.216666666666667,0.269047619047619,0.0571428571428571,0.0357142857142857,0.0571428571428571,0.0507936507936508,0.0111111111111111,0.0357142857142857,0.0111111111111111,0.00555555555555556,0.0571428571428571,0.0507936507936508,0.0111111111111111,0.0507936507936508,0.142857142857143,0.019047619047619,0.0111111111111111,0.019047619047619,0.00476190476190476,0.0357142857142857,0.0111111111111111,0.00555555555555556,0.0111111111111111,0.019047619047619,0.00476190476190476,0.00555555555555556,0.00476190476190476,0.00238095238095238,0.00032857020621203,1176,1176,1176,924,924,924,252,252,252,678,144,90,144,128,28,90,28,14,144,128,28,128,360,48,28,48,12,90,28,14,28,48,12,14,12,6,2520
12211001,-0.00238095238095237,1.0986979513081,0.802274968272445,-0.0021670672800635,-0.00296775105183665,0,0,0,0,0.464285714285714,0.395238095238095,0.0690476190476191,0.457142857142857,0.228571428571429,0.292857142857143,0.0603174603174603,0.023015873015873,0.0603174603174603,0.053968253968254,0.00952380952380952,0.023015873015873,0.00952380952380952,0.00317460317460317,0.0603174603174603,0.053968253968254,0.00952380952380952,0.053968253968254,0.171428571428571,0.0174603174603175,0.00952380952380952,0.0174603174603175,0.00158730158730159,0.023015873015873,0.00952380952380952,0.00317460317460317,0.00952380952380952,0.0174603174603175,0.00158730158730159,0.00317460317460317,0.00158730158730159,0,0.000876187216565415,1170,1170,1170,996,996,996,174,174,174,738,152,58,152,136,24,58,24,8,152,136,24,136,432,44,24,44,4,58,24,8,24,44,4,8,4,0,2520
12211010,-0.00714285714285712,1.09867731237825,0.806194132694996,-0.00650132396690336,-0.008859971628645,0,0,0,0,0.461904761904762,0.392857142857143,0.0690476190476191,0.452380952380952,0.230952380952381,0.297619047619048,0.0587301587301587,0.0246031746031746,0.0587301587301587,0.053968253968254,0.00873015873015873,0.0246031746031746,0.00873015873015873,0.00238095238095238,0.0587301587301587,0.053968253968254,0.00873015873015873,0.053968253968254,0.171428571428571,0.0174603174603175,0.00873015873015873,0.0174603174603175,0.00238095238095238,0.0246031746031746,0.00873015873015873,0.00238095238095238,0.00873015873015873,0.0174603174603175,0.00238095238095238,0.00238095238095238,0.00238095238095238,0,0.000876187216565415,1164,1164,1164,990,990,990,174,174,174,750,148,62,148,136,22,62,22,6,148,136,22,136,432,44,22,44,6,62,22,6,22,44,6,6,6,0,2520
12211100,-0.0357142857142858,1.09811991464447,0.806747105301482,-0.0325231199598532,-0.0442694934752067,0,0,0,0,0.447619047619048,0.378571428571429,0.0690476190476191,0.442857142857143,0.216666666666667,0.316666666666667,0.0555555555555556,0.0246031746031746,0.0555555555555556,0.053968253968254,0.00952380952380952,0.0246031746031746,0.00952380952380952,0.00238095238095238,0.0555555555555556,0.053968253968254,0.00952380952380952,0.053968253968254,0.161904761904762,0.0158730158730159,0.00952380952380952,0.0158730158730159,0.00238095238095238,0.0246031746031746,0.00952380952380952,0.00238095238095238,0.00952380952380952,0.0158730158730159,0.00238095238095238,0.00238095238095238,0.00238095238095238,0,0.000876187216565415,1128,1128,1128,954,954,954,174,174,174,798,140,62,140,136,24,62,24,6,140,136,24,136,408,40,24,40,6,62,24,6,24,40,6,6,6,0,2520
12212000,-0.00476190476190474,1.1401654810873,0.813561359805024,-0.00417650318387513,-0.00585315994241302,0,0,0,0,0.447619047619048,0.347619047619048,0.1,0.433333333333333,0.207142857142857,0.297619047619048,0.053968253968254,0.0357142857142857,0.053968253968254,0.0476190476190476,0.0111111111111111,0.0357142857142857,0.0111111111111111,0.00555555555555556,0.053968253968254,0.0476190476190476,0.0111111111111111,0.0476190476190476,0.133333333333333,0.019047619047619,0.0111111111111111,0.019047619047619,0.00476190476190476,0.0357142857142857,0.0111111111111111,0.00555555555555556,0.0111111111111111,0.019047619047619,0.00476190476190476,0.00555555555555556,0.00476190476190476,0.00238095238095238,0.00032857020621203,1128,1128,1128,876,876,876,252,252,252,750,136,90,136,120,28,90,28,14,136,120,28,120,336,48,28,48,12,90,28,14,28,48,12,14,12,6,2520
12220001,0.0333333333333333,1.13968806648525,0.828366148626606,0.0292477690287063,0.0402398545481351,0.0162765571855117,0.0325682157240467,0.0812351823734389,0.0812681870842558,0.466666666666667,0.366666666666667,0.1,0.452380952380952,0.235714285714286,0.288095238095238,0.0571428571428571,0.0293650793650794,0.0571428571428571,0.0380952380952381,0.0142857142857143,0.0293650793650794,0.0142857142857143,0.00555555555555556,0.0571428571428571,0.0380952380952381,0.0142857142857143,0.0380952380952381,0.161904761904762,0.019047619047619,0.0142857142857143,0.019047619047619,0.00476190476190476,0.0293650793650794,0.0142857142857143,0.00555555555555556,0.0142857142857143,0.019047619047619,0.00476190476190476,0.00555555555555556,0.00476190476190476,0.00238095238095238,0.00032857020621203,1176,1176,1176,924,924,924,252,252,252,726,144,74,144,96,36,74,36,14,144,96,36,96,408,48,36,48,12,74,36,14,36,48,12,14,12,6,2520
12220010,0.0333333333333333,1.13968806648525,0.812892152006433,0.0292477690287057,0.0410058496087795,0.0168989732358342,0.0338073764654665,0.0843482194814368,0.0843838025959564,0.466666666666667,0.366666666666667,0.1,0.461904761904762,0.216666666666667,0.278571428571429,0.0571428571428571,0.0293650793650794,0.0571428571428571,0.0476190476190476,0.0142857142857143,0.0293650793650794,0.0142857142857143,0.00555555555555556,0.0571428571428571,0.0476190476190476,0.0142857142857143,0.0476190476190476,0.142857142857143,0.019047619047619,0.0142857142857143,0.019047619047619,0.00476190476190476,0.0293650793650794,0.0142857142857143,0.00555555555555556,0.0142857142857143,0.019047619047619,0.00476190476190476,0.00555555555555556,0.00476190476190476,0.00238095238095238,0.00032857020621203,1176,1176,1176,924,924,924,252,252,252,702,144,74,144,120,36,74,36,14,144,120,36,120,360,48,36,48,12,74,36,14,36,48,12,14,12,6,2520
12220100,0.0142857142857143,1.14008592587022,0.805606769816202,0.0125303838610325,0.0177328627575629,0.00735479212672322,0.0147172735658842,0.0157475778503461,0.0157488178464758,0.457142857142857,0.357142857142857,0.1,0.461904761904762,0.197619047619048,0.288095238095238,0.0507936507936508,0.0325396825396825,0.0507936507936508,0.0571428571428571,0.0126984126984127,0.0325396825396825,0.0126984126984127,0.00555555555555556,0.0507936507936508,0.0571428571428571,0.0126984126984127,0.0571428571428571,0.123809523809524,0.019047619047619,0.0126984126984127,0.019047619047619,0.00476190476190476,0.0325396825396825,0.0126984126984127,0.00555555555555556,0.0126984126984127,0.019047619047619,0.00476190476190476,0.00555555555555556,0.00476190476190476,0.00238095238095238,0.00032857020621203,1152,1152,1152,900,900,900,252,252,252,726,128,82,128,144,32,82,32,14,128,144,32,144,312,48,32,48,12,82,32,14,32,48,12,14,12,6,2520
12221000,-0.0238095238095237,1.13992679877962,0.813226824742473,-0.0208868883817925,-0.0292778387100844,0,0,0,0,0.438095238095238,0.338095238095238,0.1,0.428571428571429,0.192857142857143,0.307142857142857,0.053968253968254,0.0341269841269841,0.053968253968254,0.0507936507936508,0.0111111111111111,0.0341269841269841,0.0111111111111111,0.00555555555555556,0.053968253968254,0.0507936507936508,0.0111111111111111,0.0507936507936508,0.114285714285714,0.0206349206349206,0.0111111111111111,0.0206349206349206,0.00476190476190476,0.0341269841269841,0.0111111111111111,0.00555555555555556,0.0111111111111111,0.0206349206349206,0.00476190476190476,0.00555555555555556,0.00476190476190476,0.00238095238095238,0.00032857020621203,1104,1104,1104,852,852,852,252,252,252,774,136,86,136,128,28,86,28,14,136,128,28,128,288,52,28,52,12,86,28,14,28,52,12,14,12,6,2520
12230000,0.0380952380952382,1.21830334422456,0.827201933356513,0.0312690909664087,0.0460531299058498,0.0187826760167801,0.0376386852088018,0.106897596370509,0.106954752215319,0.438095238095238,0.276190476190476,0.161904761904762,0.414285714285714,0.178571428571429,0.278571428571429,0.0380952380952381,0.0642857142857143,0.0380952380952381,0.0476190476190476,0.00952380952380952,0.0642857142857143,0.00952380952380952,0.0119047619047619,0.0380952380952381,0.0476190476190476,0.00952380952380952,0.0476190476190476,0.0571428571428571,0.0285714285714286,0.00952380952380952,0.0285714285714286,0.00952380952380952,0.0642857142857143,0.00952380952380952,0.0119047619047619,0.00952380952380952,0.0285714285714286,0.00952380952380952,0.0119047619047619,0.00952380952380952,0.00714285714285714,5.47617010353384e-05,1104,1104,1104,696,696,696,408,408,408,702,96,162,96,120,24,162,24,30,96,120,24,120,144,72,24,72,24,162,24,30,24,72,24,30,24,18,2520
12300002,0.0952380952380952,1.21517241201802,0.822583728826254,0.0783741420527594,0.115779211161872,0.0476616791842289,0.0946802295994734,0.677121970829157,0.679419624691493,0.466666666666667,0.304761904761905,0.161904761904762,0.457142857142857,0.192857142857143,0.25,0.0476190476190476,0.05,0.0476190476190476,0.0380952380952381,0.019047619047619,0.05,0.019047619047619,0.0119047619047619,0.0476190476190476,0.0380952380952381,0.019047619047619,0.0380952380952381,0.0857142857142857,0.0238095238095238,0.019047619047619,0.0238095238095238,0.00952380952380952,0.05,0.019047619047619,0.0119047619047619,0.019047619047619,0.0238095238095238,0.00952380952380952,0.0119047619047619,0.00952380952380952,0.00714285714285714,5.47617010353384e-05,1176,1176,1176,768,768,768,408,408,408,630,120,126,120,96,48,126,48,30,120,96,48,96,216,60,48,60,24,126,48,30,48,60,24,30,24,18,2520
12300011,0.0404761904761903,1.18553976531679,0.822759446360821,0.0341415713418725,0.0491956557353696,0.0200963208764467,0.0402203461795615,0.121667195475664,0.121741240034206,0.452380952380952,0.316666666666667,0.135714285714286,0.428571428571429,0.207142857142857,0.278571428571429,0.0476190476190476,0.05,0.0476190476190476,0.0380952380952381,0.0142857142857143,0.05,0.0142857142857143,0.00714285714285714,0.0476190476190476,0.0380952380952381,0.0142857142857143,0.0380952380952381,0.1,0.0285714285714286,0.0142857142857143,0.0285714285714286,0.00714285714285714,0.05,0.0142857142857143,0.00714285714285714,0.0142857142857143,0.0285714285714286,0.00714285714285714,0.00714285714285714,0.00714285714285714,0,0.000146031202760902,1140,1140,1140,798,798,798,342,342,342,702,120,126,120,96,36,126,36,18,120,96,36,96,252,72,36,72,18,126,36,18,36,72,18,18,18,0,2520
12300020,0.0952380952380952,1.21517241201803,0.830266465436319,0.0783741420527597,0.114707866935281,0.0469695461977333,0.0934409978659829,0.666405602474281,0.668631025310309,0.466666666666667,0.304761904761905,0.161904761904762,0.442857142857143,0.207142857142857,0.25,0.0476190476190476,0.0547619047619048,0.0476190476190476,0.0380952380952381,0.0142857142857143,0.0547619047619048,0.0142857142857143,0.0119047619047619,0.0476190476190476,0.0380952380952381,0.0142857142857143,0.0380952380952381,0.0857142857142857,0.0285714285714286,0.0142857142857143,0.0285714285714286,0.00952380952380952,0.0547619047619048,0.0142857142857143,0.0119047619047619,0.0142857142857143,0.0285714285714286,0.00952380952380952,0.0119047619047619,0.00952380952380952,0.00714285714285714,5.47617010353384e-05,1176,1176,1176,768,768,768,408,408,408,630,120,138,120,96,36,138,36,30,120,96,36,96,216,72,36,72,24,138,36,30,36,72,24,30,24,18,2520
12300101,0.0785714285714285,1.18362552682641,0.823861132432451,0.0663819990281024,0.0953697479810049,0.0386819927181249,0.0768919765550517,0.455290018057971,0.456328037796229,0.471428571428571,0.335714285714286,0.135714285714286,0.485714285714286,0.207142857142857,0.278571428571429,0.0380952380952381,0.0404761904761905,0.0380952380952381,0.0476190476190476,0.0166666666666667,0.0404761904761905,0.0166666666666667,0.0119047619047619,0.0380952380952381,0.0476190476190476,0.0166666666666667,0.0476190476190476,0.1,0.0333333333333333,0.0166666666666667,0.0333333333333333,0.00238095238095238,0.0404761904761905,0.0166666666666667,0.0119047619047619,0.0166666666666667,0.0333333333333333,0.00238095238095238,0.0119047619047619,0.00238095238095238,0,0.000146031202760902,1188,1188,1188,846,846,846,342,342,342,702,96,102,96,120,42,102,42,30,96,120,42,120,252,84,42,84,6,102,42,30,42,84,6,30,6,0,2520
12300110,0.0595238095238095,1.18473616187007,0.836914075678039,0.0502422492361951,0.0711229638186992,0.02852747248042,0.0569581593679917,0.254051343232704,0.254374327114744,0.461904761904762,0.326190476190476,0.135714285714286,0.457142857142857,0.221428571428571,0.292857142857143,0.0333333333333333,0.05,0.0333333333333333,0.0428571428571429,0.0142857142857143,0.05,0.0142857142857143,0.00714285714285714,0.0333333333333333,0.0428571428571429,0.0142857142857143,0.0428571428571429,0.114285714285714,0.0285714285714286,0.0142857142857143,0.0285714285714286,0.00714285714285714,0.05,0.0142857142857143,0.00714285714285714,0.0142857142857143,0.0285714285714286,0.00714285714285714,0.00714285714285714,0.00714285714285714,0,0.000146031202760902,1164,1164,1164,822,822,822,342,342,342,738,84,126,84,108,36,126,36,18,84,108,36,108,288,72,36,72,18,126,36,18,36,72,18,18,18,0,2520
12300200,0.0952380952380952,1.21517241201803,0.852899549609071,0.0783741420527592,0.111663906120888,0.0443688884662261,0.0882804720946355,0.630101995988721,0.632091314666175,0.466666666666667,0.304761904761905,0.161904761904762,0.457142857142857,0.221428571428571,0.278571428571429,0.0285714285714286,0.0595238095238095,0.0285714285714286,0.0476190476190476,0.00952380952380952,0.0595238095238095,0.00952380952380952,0.0119047619047619,0.0285714285714286,0.0476190476190476,0.00952380952380952,0.0476190476190476,0.0857142857142857,0.0333333333333333,0.00952380952380952,0.0333333333333333,0.00952380952380952,0.0595238095238095,0.00952380952380952,0.0119047619047619,0.00952380952380952,0.0333333333333333,0.00952380952380952,0.0119047619047619,0.00952380952380952,0.00714285714285714,5.47617010353384e-05,1176,1176,1176,768,768,768,408,408,408,702,72,150,72,120,24,150,24,30,72,120,24,120,216,84,24,84,24,150,24,30,24,84,24,30,24,18,2520
12301001,0.0976190476190476,1.1822069948553,0.825675700751688,0.0825735662568937,0.118229284851396,0.0479797308457453,0.0950697355831555,0.700875619420428,0.703337500804534,0.480952380952381,0.345238095238095,0.135714285714286,0.485714285714286,0.221428571428571,0.264285714285714,0.0428571428571429,0.0404761904761905,0.0428571428571429,0.0428571428571429,0.019047619047619,0.0404761904761905,0.019047619047619,0.00714285714285714,0.0428571428571429,0.0428571428571429,0.019047619047619,0.0428571428571429,0.114285714285714,0.0285714285714286,0.019047619047619,0.0285714285714286,0.00714285714285714,0.0404761904761905,0.019047619047619,0.00714285714285714,0.019047619047619,0.0285714285714286,0.00714285714285714,0.00714285714285714,0.00714285714285714,0,0.000146031202760902,1212,1212,1212,870,870,870,342,342,342,666,108,102,108,108,48,102,48,18,108,108,48,108,288,72,48,72,18,102,48,18,48,72,18,18,18,0,2520
12301010,0.0928571428571429,1.18259054966766,0.83767237708896,0.0785201123780647,0.110851384618692,0.0443021905628533,0.0879151135996038,0.615739690977072,0.617639264620559,0.478571428571429,0.342857142857143,0.135714285714286,0.485714285714286,0.228571428571429,0.278571428571429,0.0380952380952381,0.0404761904761905,0.0380952380952381,0.0428571428571429,0.0166666666666667,0.0404761904761905,0.0166666666666667,0.00952380952380952,0.0380952380952381,0.0428571428571429,0.0166666666666667,0.0428571428571429,0.114285714285714,0.0333333333333333,0.0166666666666667,0.0333333333333333,0.00476190476190476,0.0404761904761905,0.0166666666666667,0.00952380952380952,0.0166666666666667,0.0333333333333333,0.00476190476190476,0.00952380952380952,0.00476190476190476,0,0.000146031202760902,1206,1206,1206,864,864,864,342,342,342,702,96,102,96,108,42,102,42,24,96,108,42,108,288,84,42,84,12,102,42,24,42,84,12,24,12,0,2520
12301100,0.069047619047619,1.18421927169199,0.839970170078268,0.0583064477146744,0.0822024656437323,0.0328701520424295,0.0655491176680339,0.339475028340835,0.340051897405935,0.466666666666667,0.330952380952381,0.135714285714286,0.471428571428571,0.221428571428571,0.292857142857143,0.0285714285714286,0.05,0.0285714285714286,0.0523809523809524,0.0119047619047619,0.05,0.0119047619047619,0.00714285714285714,0.0285714285714286,0.0523809523809524,0.0119047619047619,0.0523809523809524,0.1,0.0333333333333333,0.0119047619047619,0.0333333333333333,0.00714285714285714,0.05,0.0119047619047619,0.00714285714285714,0.0119047619047619,0.0333333333333333,0.00714285714285714,0.00714285714285714,0.00714285714285714,0,0.000146031202760902,1176,1176,1176,834,834,834,342,342,342,738,72,126,72,132,30,126,30,18,72,132,30,132,252,84,30,84,18,126,30,18,30,84,18,18,18,0,2520
12302000,0.0952380952380952,1.21517241201803,0.852899549609071,0.0783741420527592,0.111663906120888,0.0443688884662261,0.0882804720946355,0.630101995988721,0.632091314666175,0.466666666666667,0.304761904761905,0.161904761904762,0.457142857142857,0.221428571428571,0.278571428571429,0.0285714285714286,0.0595238095238095,0.0285714285714286,0.0476190476190476,0.00952380952380952,0.0595238095238095,0.00952380952380952,0.0119047619047619,0.0285714285714286,0.0476190476190476,0.00952380952380952,0.0476190476190476,0.0857142857142857,0.0333333333333333,0.00952380952380952,0.0333333333333333,0.00952380952380952,0.0595238095238095,0.00952380952380952,0.0119047619047619,0.00952380952380952,0.0333333333333333,0.00952380952380952,0.0119047619047619,0.00952380952380952,0.00714285714285714,5.47617010353384e-05,1176,1176,1176,768,768,768,408,408,408,702,72,150,72,120,24,150,24,30,72,120,24,120,216,84,24,84,24,150,24,30,24,84,24,30,24,18,2520
12310001,0.0785714285714285,1.18362552682641,0.850406732086079,0.0663819990281024,0.092392764082064,0.0365037982564261,0.0727237308991936,0.428882860646139,0.429803879413406,0.471428571428571,0.335714285714286,0.135714285714286,0.471428571428571,0.235714285714286,0.292857142857143,0.0333333333333333,0.0452380952380952,0.0333333333333333,0.0428571428571429,0.0142857142857143,0.0452380952380952,0.0142857142857143,0.00714285714285714,0.0333333333333333,0.0428571428571429,0.0142857142857143,0.0428571428571429,0.114285714285714,0.0333333333333333,0.0142857142857143,0.0333333333333333,0.00714285714285714,0.0452380952380952,0.0142857142857143,0.00714285714285714,0.0142857142857143,0.0333333333333333,0.00714285714285714,0.00714285714285714,0.00714285714285714,0,0.000146031202760902,1188,1188,1188,846,846,846,342,342,342,738,84,114,84,108,36,114,36,18,84,108,36,108,288,84,36,84,18,114,36,18,36,84,18,18,18,0,2520
12310010,0.0785714285714285,1.18362552682641,0.842907585254108,0.0663819990281027,0.0932147603675217,0.0370364614687439,0.073703004415967,0.435602096372195,0.436552221391243,0.471428571428571,0.335714285714286,0.135714285714286,0.485714285714286,0.221428571428571,0.292857142857143,0.0333333333333333,0.0404761904761905,0.0333333333333333,0.0428571428571429,0.019047619047619,0.0404761904761905,0.019047619047619,0.00714285714285714,0.0333333333333333,0.0428571428571429,0.019047619047619,0.0428571428571429,0.114285714285714,0.0285714285714286,0.019047619047619,0.0285714285714286,0.00714285714285714,0.0404761904761905,0.019047619047619,0.00714285714285714,0.019047619047619,0.0285714285714286,0.00714285714285714,0.00714285714285714,0.00714285714285714,0,0.000146031202760902,1188,1188,1188,846,846,846,342,342,342,738,84,102,84,108,48,102,48,18,84,108,48,108,288,72,48,72,18,102,48,18,48,72,18,18,18,0,2520
12310100,0.0642857142857143,1.18448731697795,0.821242214885599,0.05427302881531,0.0782786285464744,0.031930397719867,0.0636566507736257,0.30729948113224,0.307772130012939,0.464285714285714,0.328571428571429,0.135714285714286,0.471428571428571,0.2,0.278571428571429,0.0428571428571429,0.0404761904761905,0.0428571428571429,0.0428571428571429,0.019047619047619,0.0404761904761905,0.019047619047619,0.00952380952380952,0.0428571428571429,0.0428571428571429,0.019047619047619,0.0428571428571429,0.1,0.0285714285714286,0.019047619047619,0.0285714285714286,0.00476190476190476,0.0404761904761905,0.019047619047619,0.00952380952380952,0.019047619047619,0.0285714285714286,0.00476190476190476,0.00952380952380952,0.00476190476190476,0,0.000146031202760902,1170,1170,1170,828,828,828,342,342,342,702,108,102,108,108,48,102,48,24,108,108,48,108,252,72,48,72,12,102,48,24,48,72,12,24,12,0,2520
12311000,0.0404761904761903,1.18553976531679,0.822759446360821,0.0341415713418725,0.0491956557353696,0.0200963208764467,0.0402203461795615,0.121667195475664,0.121741240034206,0.452380952380952,0.316666666666667,0.135714285714286,0.428571428571429,0.207142857142857,0.278571428571429,0.0476190476190476,0.05,0.0476190476190476,0.0380952380952381,0.0142857142857143,0.05,0.0142857142857143,0.00714285714285714,0.0476190476190476,0.0380952380952381,0.0142857142857143,0.0380952380952381,0.1,0.0285714285714286,0.0142857142857143,0.0285714285714286,0.00714285714285714,0.05,0.0142857142857143,0.00714285714285714,0.0142857142857143,0.0285714285714286,0.00714285714285714,0.00714285714285714,0.00714285714285714,0,0.000146031202760902,1140,1140,1140,798,798,798,342,342,342,702,120,126,120,96,36,126,36,18,120,96,36,96,252,72,36,72,18,126,36,18,36,72,18,18,18,0,2520
