deck,ev_farmer_X,kelly_f
03442443,0.0205470857644771,0.01062718451704
03443244,0.0207980425371731,0.0107693531208955
03443334,0.0193864106907585,0.0100560001675186
03443343,0.0167513645774516,0.00866860519592511
03443424,0.0248133509003076,0.0127615129999111
03443433,0.017880670054583,0.009219755693588
03443442,0.0185394315829098,0.00948840590635624
03444144,0.0286247568856265,0.0146200527154461
03444234,0.023307610264132,0.0119791525799538
03444243,0.0207980425371731,0.0106641759733863
03444324,0.0248133509003076,0.012706204827701
03444333,0.017880670054583,0.00917977534738509
03444342,0.0187903883556058,0.00957415488737599
03444414,0.0331419787941527,0.0167429433790547
03444423,0.0220528264006524,0.0112225713564766
03444432,0.0185394315829098,0.00941084165870343
03444441,0.0226017943409248,0.0113378478980804
04044444,0.046803438107786,0.023655417300481
04134444,0.0351496329757198,0.0179680807638702
04143444,0.0351496329757198,0.018029358752757
04144344,0.0336438923395445,0.0171601170723585
04144434,0.0356515465211118,0.0182478655771447
04144443,0.0331419787941527,0.0168818880094714
04224444,0.0297854319593449,0.0152455952743399
04233444,0.0260681347637869,0.0134502201260632
04234344,0.0255662212183952,0.0131499342903085
04234434,0.0270719618545706,0.0139389071407782
04234443,0.0248133509003076,0.0127152029695809
04242444,0.0297854319593449,0.0153773233331735
04243344,0.0253152644456992,0.0130671628843686
04243434,0.0270719618545706,0.0139950722324521
04243443,0.0248133509003076,0.0127636541938261
04244244,0.0277777777777778,0.0141882787343611
04244334,0.0265700483091788,0.0136600769377695
04244343,0.0238095238095238,0.0121811665541476
04244424,0.0317930861409123,0.0162834633166331
04244433,0.0253152644456992,0.0129688750822181
04244442,0.0257701235962106,0.0130739951575929
04314444,0.0311343246125854,0.0158051857698303
04323444,0.0235585670368279,0.0121082577013431
04324344,0.0240604805822197,0.0123590731253406
04324434,0.0250643076730033,0.0128592498721995
04324443,0.023307610264132,0.0118995363418654
04332444,0.0235585670368279,0.0121714333001985
04333344,0.0198569546395634,0.0102828443992975
04333434,0.0216450216450216,0.0111977097174182
04333443,0.0193864106907585,0.0099795879444926
04334244,0.0235585670368279,0.0121038318704696
04334334,0.0217391304347826,0.0112136642376475
04334343,0.0193864106907585,0.00995289358591545
04334424,0.0265700483091788,0.0136196178157477
04334433,0.0202333897986071,0.0103750386760243
04334442,0.0212999560825647,0.010814407580507
04341444,0.0311343246125854,0.0160521079442315
04342344,0.023307610264132,0.0120775659925234
04342434,0.0255662212183952,0.0132407214019993
04342443,0.023307610264132,0.0120136740867658
04343244,0.0228056967187402,0.0117577460652352
04343334,0.0216450216450216,0.0112082549275104
04343343,0.0191040843214757,0.00984634347687243
04343424,0.0270719618545706,0.0139349241244565
04343433,0.0205157161678901,0.0105645542507335
04343442,0.0212999560825647,0.0108611072922637
04344144,0.02962858397641,0.0150530427376555
04344234,0.0250643076730033,0.0128472769131824
04344243,0.0223037831733485,0.011381045187673
04344324,0.0270719618545706,0.0138616658282655
04344333,0.0201392810088462,0.010318001636125
04344342,0.0207980425371731,0.0105522410788917
04344414,0.0356515465211118,0.0180542272068256
04344423,0.0248133509003076,0.0126350731660003
04344432,0.0212999560825647,0.0107969836532967
04344441,0.0251113620678838,0.0125517592527926
04404444,0.0387728213815171,0.0193433205864652
04413444,0.0276209297948429,0.014010341271816
04414344,0.0291266704310182,0.0148007003080498
04414434,0.02962858397641,0.0150099353624998
04414443,0.0286247568856265,0.0144255961002154
04422444,0.0237624694146433,0.0121672618660219
04423344,0.0210489993098688,0.010831724085801
04423434,0.0228056967187402,0.0116974722983422
04423443,0.0207980425371731,0.0106134322135292
04424244,0.0257701235962106,0.0131914650965302
04424334,0.0235585670368279,0.0120785152114304
04424343,0.0218018696279566,0.0111262367057402
04424424,0.0277777777777778,0.0141259984995964
04424433,0.0220528264006524,0.011214596762364
04424442,0.0237624694146433,0.0119636636007137
04431444,0.0276209297948429,0.0141787217683328
04432344,0.0205470857644771,0.0106283242797647
04432434,0.023307610264132,0.0120193134747291
04432443,0.0207980425371731,0.0106741609884649
04433244,0.0210489993098688,0.0108615225176467
04433334,0.0198569546395634,0.0102653842909842
04433343,0.0175042348955393,0.00900809717778788
04433424,0.0253152644456992,0.0129781389560388
04433433,0.0187276491624317,0.00960447417831441
04433442,0.0197942154463894,0.0100513471936546
04434144,0.0291266704310182,0.0148471015357814
04434234,0.0240604805822197,0.0123432511528006
04434243,0.0218018696279566,0.0111385690873504
04434324,0.0255662212183952,0.0130710782072603
04434333,0.0190099755317147,0.00972620754740326
04434342,0.0202961289917811,0.0102844983838515
04434414,0.0336438923395445,0.0169760062858594
04434423,0.0230566534914362,0.0116970806002086
04434432,0.0200451722190852,0.0101219932292097
04434441,0.024609448522492,0.0122511232483362
04440444,0.0387728213815171,0.0198066279231138
04441344,0.0276209297948429,0.0142543561093877
04441434,0.0311343246125854,0.0160267479588574
04441443,0.0286247568856265,0.0146729940353503
04442244,0.0237624694146433,0.0122656483570316
04442334,0.0235585670368279,0.0121878319939075
04442343,0.0210489993098688,0.0108447916474915
04442424,0.0297854319593449,0.0152869594912613
04442433,0.0230566534914362,0.0118429845438784
04442442,0.0237624694146433,0.0120911552625692
04443144,0.0276209297948429,0.0141243095356132
04443234,0.0235585670368279,0.0121286534576557
04443243,0.0210489993098688,0.0107941780134886
04443324,0.0260681347637869,0.0133780038102877
04443333,0.0191040843214757,0.00981442793252346
04443342,0.0200451722190852,0.0102012039045824
04443414,0.0351496329757198,0.0178030606995326
